high_school,high_school_name,zip,county,students_9_to_12,ec_own_ses_hs,ec_own_ses_se_hs,ec_parent_ses_hs,ec_parent_ses_se_hs,ec_high_own_ses_hs,ec_high_own_ses_se_hs,ec_high_parent_ses_hs,ec_high_parent_ses_se_hs,exposure_own_ses_hs,exposure_parent_ses_hs,bias_own_ses_hs,bias_parent_ses_hs,bias_high_own_ses_hs,bias_high_parent_ses_hs,clustering_hs,volunteering_rate_hs
130441002193,Salem HS,30013,13247,1148,.94059998,.03545,1.08319,.048700001,1.3036,.03342,1.1308399,.048730001,.99906999,1.09605,.058529999,.01173,-.30482,-.031739999,.43520001,.026380001
130444000028,Rome HS,30161,13115,1865,.50515997,.025429999,.74931002,.039039999,1.25779,.029759999,1.12301,.04132,.69827998,.87182999,.27656999,.14053001,-.80125999,-.28810999,.42359,.03906
130450001611,Screven County HS,30467,13251,638,.65429002,.03554,.81717998,.054110002,1.04107,.037489999,.96885002,.056329999,.67295998,.85097998,.02775,.039719999,-.54699999,-.13850001,.47915,.049120001
130453001391,Seminole County Mid/HS,39845,13253,430,.51003999,.04126,.67216003,.0614,.82155001,.04998,.83262002,.071560003,.51985002,.68225998,.01887,.0148,-.58036,-.22039001,.52974999,.038559999
130454001617,Social Circle HS,30025,13297,534,.79083002,.046,.96744001,.06064,.98764002,.04637,1.04126,.061469998,.71398997,.96178001,-.10762,-.0058800001,-.38327,-.08264,.52160001,.03334
130456001619,Stephens County HS,30577,13257,1143,.72937,.03153,.72987998,.036219999,1.23443,.030510001,.86901999,.039689999,.79137999,.74776,.078359999,.023910001,-.55984998,-.16215999,.38194999,.029519999
130462000001,Americus Sumter HS,31709,13261,875,.31964001,.01809,.47703001,.03562,.65622997,.028279999,.54391003,.0416,.35345,.49588001,.095679998,.03802,-.85663003,-.09685,.40942001,.04349
130465001637,Central Elementary/HS,31827,13263,138,,,,,,,,,,,,,,,.69223565,.026077602
130477000780,Tattnall County HS,30453,13267,1024,.50439,.029440001,.86403,.04597,.86308998,.035160001,.98768997,.047630001,.49146,.84192002,-.026310001,-.02626,-.75616002,-.17314,.42871001,.056299999
130480002440,Taylor County HS,31006,13269,411,.46653,.040860001,.70524001,.061000001,.84404999,.05167,.82625002,.06639,.49313,.72860998,.053939998,.032079998,-.71161002,-.13401,.52131999,.032760002
130483002442,Telfair County HS,31055,13271,487,.53116,.043439999,.54777002,.057100002,.86535001,.051010001,.69463003,.070529997,.50537997,.55966002,-.050999999,.02124,-.71226001,-.24116001,.52872002,.02668
130486001658,Terrell HS,39842,13273,370,.23208,.025490001,,,.35315001,.032269999,,,.237,,.020740001,,-.49013999,,.60904998,.0090100002
130489002146,Thomas County Central HS,31792,13275,1440,.65430999,.025800001,.85804999,.035069998,1.08166,.02802,1.0661,.03686,.68247002,.90223998,.041269999,.048969999,-.58490998,-.18162,.38488001,.02723
130495001673,Thomasville HS,31792,13275,762,.45500001,.04025,.55706,.062870003,.99084002,.0557,.81050003,.079910003,.56160003,.65157002,.18982001,.14504001,-.76433003,-.24392,.51446003,.024669999
130498002282,Tift County HS,31794,13277,1640,.46355,.020989999,.77894002,.030540001,1.02833,.024909999,1.0713,.032019999,.54317999,.84241003,.14658999,.075340003,-.89317,-.27171001,.36967999,.03382
130504001693,Toombs County HS,30436,13279,810,.53033,.034049999,.60637999,.044369999,.89535999,.03703,.71363997,.04885,.50792003,.58126003,-.044130001,-.04321,-.76279002,-.22774,.39491999,.040789999
130510001699,Treutlen Mid/HS,30457,13283,279,.58806998,.048810001,,,.82265002,.054340001,,,.56418997,,-.042330001,,-.45811999,,.56950998,.02698
130513002467,Trion HS,30753,13055,413,.99098003,.052510001,.86273003,.060759999,1.16047,.049559999,.96340001,.060740001,.90816998,.82151002,-.091179997,-.050170001,-.27781999,-.17272,.60679001,.036359999
130519001712,Turner County HS,31714,13287,353,.46983999,.043740001,.86773002,.077660002,.77627999,.05435,.9835,.075669996,.46583,.82139999,-.0086000003,-.056400001,-.66643,-.19735,.54434001,.021849999
130522002446,Twiggs County HS,31044,13289,259,.28795999,.04397,,,.40011999,.052829999,,,.27427,,-.049929999,,-.45884001,,.58797997,.027519999
130525001720,Union County HS,30512,13291,836,.66422999,.033429999,.72544998,.042440001,.98771,.036249999,.80541998,.044500001,.70068997,.74265999,.05204,.02317,-.40961999,-.084509999,.45307001,.061969999
130528001724,Upson-Lee HS,30286,13293,1311,.51867002,.024560001,.63455999,.03308,.96398002,.03012,.79377002,.037909999,.55470997,.66513997,.06498,.045990001,-.7378,-.19338,.40206999,.03032
130531001732,Valdosta HS,31602,13185,2117,.37526,.018959999,.60714,.033229999,.94129997,.02925,.90271997,.040029999,.46898001,.70683998,.19983,.14105,-1.00713,-.27711999,.36087999,.020129999
130534001739,Vidalia Comprehensive HS,30474,13279,703,.65319002,.03537,.87200999,.05627,1.0814101,.042660002,1.02911,.056680001,.70999002,.92145002,.079999998,.053649999,-.52314001,-.11684,.509,.030889999
130537002093,Ridgeland HS,30741,13295,1317,.48052001,.02826,.59419,.033939999,.82560003,.031690001,.68101001,.03638,.47150999,.58547002,-.01912,-.01491,-.75098002,-.16319001,.35213,.033399999
130537002286,Lafayette HS,30728,13295,1112,.56685001,.031520002,.72874999,.03833,.89484,.034219999,.82189,.03954,.55229998,.71118999,-.026350001,-.024700001,-.62020999,-.15566,.40287,.04087
130539001772,Monroe Area HS,30656,13297,1053,.49083,.02651,.72114003,.038759999,.94893003,.03207,.91108,.04047,.53890997,.77337003,.089210004,.067539997,-.76081997,-.17806999,.40863001,.02197
130539002288,Loganville HS,30052,13297,1660,.98260999,.030379999,1.13432,.0328,1.26879,.02636,1.19201,.031800002,.98480999,1.1313601,.0022400001,-.0026199999,-.28834999,-.053610001,.37428999,.045189999
130539003901,Walnut Grove HS,30052,13297,1378,.90606999,.05012,1.10972,.063940004,1.07103,.050020002,1.22884,.059939999,.81419998,1.12617,-.11284,.0146,-.31544,-.091169998,.45015001,.038559999
130543001777,Ware County HS,31503,13299,1548,.48047,.022369999,.64919001,.030950001,1.00577,.027939999,.85075003,.035909999,.53495997,.67616999,.10186,.039889999,-.88009,-.25819999,.36636001,.024490001
130546001782,Warren County HS,30828,13301,144,,,,,,,,,,,,,,,.70815641,.012321461
130549001788,Washington County HS,31082,13303,848,.49618,.02534,.52313,.038410001,.82002997,.031300001,.64962,.044220001,.49438,.53070003,-.00364,.01425,-.65869999,-.22409999,.49502,.023189999
130555001800,Wayne County HS,31545,13305,1497,.61432999,.02681,.79255998,.036180001,1.01025,.02892,.90920001,.037009999,.61637002,.78680998,.0033100001,-.0073099998,-.63902998,-.15556,.39179,.032529999
130564001811,Wheeler County HS,30411,13309,285,.52700001,.054669999,,,.75818998,.05782,,,.49693,,-.060509998,,-.52574998,,.56259,.027210001
130567001870,White County HS,30528,13311,778,.79653001,.033059999,.79246998,.038059998,1.15799,.03115,.90618002,.04019,.81286001,.83455002,.020090001,.050420001,-.42458001,-.085830003,.43527001,.0385
130570001818,Southeast Whitfield County HS,30721,13313,1413,.62792999,.03342,.71455997,.044509999,.9034,.034299999,.88902003,.048239999,.59020001,.69431001,-.063919999,-.02916,-.53066999,-.28044,.34454,.02722
130570001819,Northwest Whitfield County HS,30755,13313,1312,.83253002,.02915,1.02423,.03748,1.17563,.027450001,1.15961,.036400001,.81154001,1.03521,-.025869999,.0106,-.44863999,-.12017,.35238001,.040819999
130570004053,Coahulla Creek HS,30721,13313,981,.92401999,.066990003,.94915003,.086520001,1.13993,.064730003,1.0819499,.08653,.84305,.93014002,-.096040003,-.020439999,-.35214999,-.16322,.50125998,.0359
130573002232,Wilcox County HS,31079,13315,320,.56424999,.049369998,,,.71789002,.05342,,,.48600999,,-.16099,,-.47711,,.52209997,.030029999
130576003852,Washington-Wilkes Comprehensive HS,30673,13317,429,,,,,,,,,,,,,,,.52039742,.040607281
130579001841,Wilkinson County HS,31054,13319,405,.46522,.041409999,.60526001,.071709998,.67553002,.051959999,.62055999,.075599998,.43739,.57705998,-.06363,-.048870001,-.54447001,-.075400002,.56198001,.019230001
130585001849,Worth County HS,31791,13321,834,.49243999,.027210001,.70507997,.039659999,.81106001,.032099999,.80119997,.043359999,.50189,.72240001,.018820001,.02397,-.61602998,-.10908,.44758001,.04487
150003000007,Kahuku HS & Intermediate School,96731,15003,907,1.30127,.031129999,1.47522,.040429998,1.3828,.02791,1.5000401,.03743,1.25459,1.44488,-.037209999,-.021,-.10219,-.038180001,.38809001,.048239999
150003000009,Kailua HS,96734,15003,746,1.21698,.041439999,1.37676,.05435,1.30946,.037969999,1.41097,.049010001,1.20903,1.38538,-.0065799998,.0062299999,-.083070002,-.01847,.38734001,.053270001
150003000012,Kalaheo HS,96734,15003,802,1.2968301,.045279998,1.46522,.057080001,1.3856,.041069999,1.49914,.052779999,1.27126,1.48625,-.02011,.01415,-.089939997,-.0086700004,.41648999,.084169999
150003000029,Hilo HS,96720,15001,1128,.85073,.036770001,.91548002,.049899999,1.15886,.034419999,.96030003,.05029,.8883,.90912002,.042289998,-.0069900001,-.30458999,-.056290001,.35117,.064560004
150003000034,Honokaa HS & Intermediate School,96727,15001,532,.95955002,.046440002,1.00534,.061250001,1.08909,.045310002,1.02938,.062799998,.94850999,1.04592,-.01164,.038800001,-.14821,.01582,.41692999,.071819998
150003000038,Kau HS & Pahala Elementary School,96777,15001,231,.76208001,.082170002,,,.87783003,.081770003,,,.73644,,-.034809999,,-.19199,,.51863998,.054249998
150003000043,Kohala HS,96755,15001,249,.92971998,.064609997,,,1.03455,.064309999,,,.92113,,-.0093200002,,-.12312,,.52498001,.062249999
150003000045,Konawaena HS,96750,15001,829,.83140999,.046689998,1.02264,.067270003,1.01882,.046599999,1.09758,.064570002,.83863002,.98488998,.0086099999,-.03833,-.21486001,-.11442,.42157999,.086149998
150003000050,Pahoa HS & Intermediate School,96778,15001,322,.49513,.051279999,,,.63915002,.05785,,,.50354999,,.016729999,,-.26927999,,.41549,.07124
150003000052,Waiakea HS,96720,15001,1243,1.00752,.037889998,1.02684,.050239999,1.30182,.033580001,1.08838,.050190002,1.05696,1.00051,.046769999,-.026310001,-.23167001,-.087820001,.38565999,.04854
150003000056,Henry Perrine Baldwin HS,96793,15009,1355,1.11414,.035089999,1.2233599,.04369,1.27415,.031849999,1.2428499,.042459998,1.15775,1.18646,.037659999,-.031099999,-.10055,-.047529999,.34933999,.041650001
150003000058,Hana HS & Elementary School,96713,15009,93,.82738,.10861,,,.92264003,.10853,,,.83596998,,.01027,,-.10367,,.68489999,.11794
150003000069,Lahainaluna HS,96761,15009,1017,1.074,.036060002,1.04952,.047600001,1.22417,.032850001,1.14003,.045620002,1.06751,1.05778,-.0060800002,.0078099999,-.14675,-.077760004,.41372001,.04104
150003000070,Lanai HS & Elementary School,96763,15009,169,1.08204,.074689999,,,1.18022,.070940003,,,1.04189,,-.038539998,,-.13277,,.60373002,.01795
150003000073,Maui HS,96732,15009,1940,1.16246,.03153,1.1764801,.040339999,1.29284,.0287,1.22334,.038229998,1.15141,1.17465,-.0096000005,-.00155,-.12283,-.041439999,.30759999,.03173
150003000075,Molokai HS,96729,15009,340,.80659002,.051759999,.80159998,.074639998,.90924001,.05266,.82730001,.0766,.78535998,.8265,-.02703,.030130001,-.15774,-.00095999998,.48072001,.035149999
150003000085,Kapaa HS,96746,15007,1076,1.02308,.036559999,1.11878,.050239999,1.16898,.034990001,1.18365,.049059998,1.00948,1.11924,-.01347,.00041000001,-.15801001,-.057539999,.39302,.060839999
150003000086,Kauai HS,96766,15007,1120,1.1834,.035289999,1.06709,.04769,1.28387,.03224,1.13091,.046810001,1.16774,1.0829999,-.01341,.01469,-.09945,-.044240002,.3876,.044160001
150003000093,Waimea HS,96796,15007,576,1.03061,.044220001,1.05656,.060150001,1.16155,.04095,1.07243,.05957,.99658,1.03803,-.034139998,-.01785,-.16553,-.03314,.44793001,.042739999
150003000100,Castle HS,96744,15003,1157,1.37053,.031640001,1.5208,.045469999,1.4508899,.028659999,1.5640399,.038679998,1.35732,1.50962,-.00973,-.0074100001,-.068939999,-.036049999,.37228,.057009999
150003000102,Mililani HS,96789,15003,2549,1.27987,.0273,1.48506,.034389999,1.3626699,.02496,1.51094,.032060001,1.25973,1.4769,-.01599,-.0055300002,-.081710003,-.023050001,.33809999,.037390001
150003000103,Moanalua HS,96819,15003,1936,1.32479,.029209999,1.49886,.04073,1.43777,.02575,1.52168,.037360001,1.32841,1.49018,.0027300001,-.0058200001,-.082319997,-.021129999,.38172001,.03562
150003000108,Leilehua HS,96786,15003,1673,.94152999,.03376,1.23733,.04659,1.06151,.033739999,1.26171,.044160001,.92109001,1.20366,-.022190001,-.027969999,-.15244,-.04823,.35664001,.035300002
150003000110,Waianae HS,96792,15003,1722,.54377002,.028960001,.84122002,.044059999,.62682003,.032430001,.92074001,.046580002,.53461999,.84852999,-.017100001,.0086099999,-.17245001,-.085110001,.26208001,.03867
150003000114,Pearl City HS,96782,15003,1553,1.24612,.03015,1.3387001,.045770001,1.31538,.027899999,1.46702,.037670001,1.21812,1.4007601,-.02299,.04431,-.079850003,-.0473,.39151001,.03407
150003000117,Nanakuli HS & Intermediate School,96792,15003,655,.55947,.045740001,.98806,.071730003,.61364001,.049309999,.98821002,.071520001,.55409998,.99054998,-.0097000003,.00251,-.10746,.00236,.37834999,.03554
150003000134,James Campbell HS,96706,15003,3088,1.2167,.028720001,1.48824,.035670001,1.2736501,.02609,1.51964,.031500001,1.1618201,1.4719501,-.04724,-.01107,-.096259996,-.032389998,.32398,.024590001
150003000141,Waialua HS & Intermediate School,96791,15003,444,1.0058399,.057259999,1.38574,.079039998,1.13316,.054869998,1.37709,.07615,.99689001,1.3615299,-.0089800004,-.01778,-.1367,-.01142,.46509001,.032430001
150003000150,Admiral Arthur W Radford HS,96818,15003,1272,1.22939,.040429998,1.3395,.049010001,1.30185,.03836,1.41079,.046659999,1.1992199,1.37559,-.02516,.026240001,-.085579999,-.025590001,.42500001,.042470001
150003000161,Waipahu HS,96797,15003,2522,1.12437,.02891,1.44683,.037319999,1.26652,.02571,1.53194,.031270001,1.12902,1.47014,.0041200002,.01585,-.12179,-.042040002,.29413,.017759999
150003000163,Kalani HS,96821,15003,1360,1.3382,.03565,1.46416,.057640001,1.41571,.033679999,1.52011,.051679999,1.3364201,1.44304,-.00134,-.01464,-.059330001,-.053410001,.44758999,.03066
150003000177,Aiea HS,96701,15003,986,1.13647,.036090001,1.41985,.050960001,1.25,.034359999,1.47909,.043620002,1.13632,1.42257,-.00013,.00192,-.10004,-.039730001,.42498001,.030649999
150003000186,President Theodore Roosevelt HS,96822,15003,1350,1.2237,.03356,1.42562,.05553,1.35808,.03101,1.45656,.049559999,1.23294,1.4120899,.0074999998,-.0095800003,-.10149,-.031490002,.42109001,.04408
150003000193,President William Mckinley HS,96814,15003,1567,1.1305799,.03455,1.26999,.05443,1.3,.030069999,1.31452,.05184,1.14625,1.26911,.01367,-.00069999998,-.13413,-.035780001,.34491,.02368
150003000212,Kaimuki HS,96816,15003,676,.88012999,.04349,1.11476,.065820001,1.04568,.042679999,1.17235,.063770004,.89442998,1.10076,.01599,-.01272,-.1691,-.065030001,.39958999,.03571
150003000221,Governor Wallace Rider Farrington HS,96817,15003,2287,.98399001,.0287,1.32607,.041990001,1.14618,.027070001,1.42997,.035580002,.99818999,1.37054,.01423,.032450002,-.14826,-.043359999,.30109,.0142
150003000228,Henry J Kaiser HS,96825,15003,1136,1.40661,.036029998,1.53693,.052530002,1.49924,.033849999,1.53631,.047880001,1.42784,1.5201,.01487,-.01107,-.050000001,-.01066,.45186999,.054839998
150003000246,Anuenue School,96816,15003,81,,,,,,,,,,,,,,,.7028082,.10684986
150003000251,King Kekaulike HS,96768,15009,1077,1.0136499,.036430001,1.04682,.050390001,1.1364501,.034419999,1.10207,.050889999,1.0475,1.101,.032310002,.049210001,-.084919997,-.00098000001,.36194,.0792
150003000254,Kealakehe HS,96740,15001,1295,.95174998,.032880001,1.1095999,.040940002,1.1544,.03156,1.18893,.03943,.95832002,1.13027,.00685,.01829,-.20461001,-.051890001,.35608,.064669997
150003000260,Keaau HS,96749,15001,1018,.75139999,.04352,.73057997,.060929999,.97411001,.046050001,.78842998,.0669,.73076999,.73720998,-.02823,.0089999996,-.333,-.069480002,.39927,.05666
150003000261,Kapolei HS,96707,15003,2021,1.2008801,.0296,1.43127,.039820001,1.26378,.02809,1.45464,.03641,1.1749001,1.4209,-.02211,-.0073000002,-.07564,-.023739999,.33515,.041000001
150003000273,University Laboratory School,96822,15003,209,,,,,,,,,,,,,,,.72035348,.070961341
150003000279,Kihei Charter School,96753,15009,207,,,,,,,,,,,,,,,.62841815,.073941343
160000100084,Priest River Lamanna HS,83856,16017,313,.57107002,.044969998,.57687002,.050319999,.76370001,.0493,.57713002,.052609999,.56857002,.56409001,-.0043899999,-.02265,-.34319001,-.02311,.53161001,.04005
160000200082,Clark Fork Jr/Sr HS,83811,16017,76,,,,,,,,,,,,,,,.74906582,.088184536
160000200087,Sandpoint HS,83864,16017,1025,.81335998,.03396,.70959002,.035890002,1.17733,.031849999,.76411998,.039859999,.88358003,.74584001,.07948,.048610002,-.33243999,-.024499999,.37526,.092770003
160000900582,Troy Jr/Sr HS,83871,16057,92,,,,,,,,,,,,,,,.72526836,.054969091
160001000579,Deary School,83823,16057,77,,,,,,,,,,,,,,,.68916166,.042734284
160001200867,Liberty Charter School,83686,16027,146,,,,,,,,,,,,,,,.64634752,.08289659
160003000002,Aberdeen HS,83210,16011,207,.99522001,.07925,,,1.2859,.070090003,,,.95719999,,-.03971,,-.34338999,,.57976002,.05381
160006000003,American Falls HS,83211,16077,408,.68901998,.051240001,.83037001,.060759999,1.0417399,.04854,.91474003,.064259999,.66981,.76561999,-.02867,-.084579997,-.55527002,-.19478001,.48651001,.05807
160013900936,Clearwater Valley Jr/Sr,83539,16049,127,.66749001,.089500003,,,.81344002,.091119997,,,.64213997,,-.039480001,,-.26675999,,.62234998,.06876
160013900937,Grangeville HS,83530,16049,262,.80858999,.056159999,.77013999,.063129999,1.04281,.058309998,.84416997,.065279998,.80478001,.76146001,-.0047300002,-.01141,-.29576001,-.10862,.60640001,.051290002
160017300765,Coeur D'alene Charter Academy School,83815,16055,282,,,,,,,,,,,,,,,.61403292,.10544049
160018000350,Idaho City HS,83631,16015,133,.77666003,.089040004,,,.84232002,.087070003,,,.71460998,,-.086819999,,-.17871,,.64608002,.072080001
160024000018,Bear Lake HS,83254,16007,317,1.02952,.051410001,.89547002,.059179999,1.21526,.049260002,.94813001,.061349999,1.00071,.86312997,-.028790001,-.037470002,-.21439999,-.098480001,.55215001,.03001
160027000022,Blackfoot HS,83221,16011,1140,.66022003,.032579999,.82604998,.038720001,1.22636,.032779999,1.008,.03994,.74686998,.85447001,.11602,.033259999,-.64200997,-.17968,.38558,.059069999
160030000038,Wood River HS,83333,16013,925,.93730003,.04019,.76137,.04902,1.3044,.035700001,.87620002,.05057,1.0163,.78815001,.077739999,.033980001,-.28347999,-.11172,.47497001,.089419998
160036000044,Boise Sr HS,83702,16001,1521,1.11961,.034340002,1.1947,.037889998,1.47363,.02633,1.30836,.03548,1.1725,1.21206,.045109998,.01432,-.25681999,-.079449996,.39884001,.15479
160036000045,Borah Sr HS,83709,16001,1488,.84885001,.03176,.94345999,.03486,1.18738,.029689999,1.05426,.03345,.87633002,.92027998,.03136,-.025189999,-.35494,-.14559001,.36401001,.11584
160036000047,Capital Sr HS,83704,16001,1325,1.06215,.033229999,.97044998,.035939999,1.36595,.027629999,1.0383,.035750002,1.07777,.97400999,.01449,.0036500001,-.26738,-.066009998,.39684999,.099789999
160036000643,Timberline HS,83706,16001,1285,1.28248,.035020001,1.20842,.038720001,1.49492,.027690001,1.2445101,.037470002,1.28284,1.2119401,.00028000001,.00291,-.16531999,-.026869999,.45633,.1077
160036000984,Frank Church HS,83709,16001,454,,,,,,,,,,,,,,,.30891523,.10718137
160042000089,Bonners Ferry HS,83805,16021,474,.72231001,.043359999,.74295998,.054079998,.94782001,.047189999,.79311001,.05435,.72470999,.74449003,.0033100001,.0020600001,-.30787,-.065310001,.48155001,.05006
160045000100,Rimrock Jr/Sr HS,83604,16073,81,,,,,,,,,,,,,,,.65634257,.047800269
160048000102,Buhl HS,83316,16083,353,.86294001,.056129999,.99615002,.066760004,1.09972,.055939998,1.0520999,.066909999,.82520998,.97188997,-.04572,-.02496,-.33265999,-.082529999,.51090997,.046020001
160049000008,Butte County Mid/HS,83213,16023,103,.97419,.086280003,,,1.15014,.080859996,,,.92702001,,-.05088,,-.24067999,,.65123999,.059859999
160051000104,Caldwell Sr HS,83605,16027,1514,.56058002,.02946,.53136998,.037300002,.96670997,.03272,.72829002,.043170001,.55707997,.54434001,-.0062899999,.02383,-.73531002,-.33794001,.31562999,.071290001
160060000118,Vallivue HS,83607,16027,1117,.83383,.032600001,.77596998,.036370002,1.16967,.032510001,.88628,.038290001,.83353001,.74836999,-.00036000001,-.036869999,-.40327001,-.18426999,.35912001,.093840003
160063000121,Cascade Jr/Sr HS,83611,16085,74,,,,,,,,,,,,,,,.66316247,.14783689
160066000124,Burley Sr HS,83318,16031,965,.93799001,.039670002,.86311001,.045809999,1.3315099,.033050001,1.06106,.046890002,.96338999,.89763999,.02637,.03847,-.38211,-.18205,.39739999,.045329999
160066000127,Declo Sr HS,83323,16031,302,1.18444,.065700002,.95187002,.085050002,1.42706,.053860001,1.07657,.085050002,1.1607701,.91595,-.02039,-.039209999,-.22939999,-.17535999,.54127002,.064709999
160066000132,Oakley Jr/Sr HS,83346,16031,149,1.2523299,.088030003,,,1.28685,.084059998,,,1.118,,-.12015,,-.15103,,.66882002,.046190001
160066000134,Raft River Jr/Sr HS,83342,16031,104,,,,,,,,,,,,,,,.69943535,.044675466
160069000137,Castleford School,83321,16083,92,,,,,,,,,,,,,,,.69256604,.068403326
160072000140,Challis Jr/Sr HS,83226,16037,123,.81450999,.082170002,,,.97606999,.084509999,,,.81642002,,.0023399999,,-.19554999,,.65028,.035470001
160078000149,Coeur D'alene HS,83815,16055,1412,1.02894,.035330001,1.1124099,.03782,1.26529,.031580001,1.19419,.036320001,1.02618,1.1260999,-.0026799999,.01216,-.23300999,-.060460001,.38056999,.059149999
160078000291,Lake City HS,83815,16055,1663,.83511001,.032260001,.95827001,.037020002,1.18177,.032900002,1.02862,.037629999,.87558001,.97643,.046209998,.0186,-.3497,-.05345,.34966001,.06639
160081000161,Prairie Jr/Sr HS,83522,16049,127,.80012,.081660002,,,1.00949,.085709997,,,.78873998,,-.01443,,-.27989,,.67291999,.041310001
160081500720,Lakeside HS,83851,16009,93,,,,,,,,,,,,,,,.55156881,.061091788
160084000163,Council Jr/Sr HS,83612,16003,66,,,,,,,,,,,,,,,.68775761,.099173479
160093000024,Hillcrest HS,83406,16019,1624,1.32157,.034060001,1.4144,.035179999,1.54406,.0255,1.46339,.032960001,1.28174,1.38589,-.03107,-.020570001,-.20466,-.055920001,.41782001,.062309999
160093000169,Bonneville HS,83401,16019,1590,1.1201299,.036400001,1.14992,.039500002,1.3688101,.03008,1.28211,.036150001,1.0882601,1.15012,-.029279999,.00017,-.25780001,-.11477,.40527999,.05195
160096000182,Preston HS,83263,16041,778,1.09358,.038849998,1.13431,.04758,1.33785,.03356,1.19593,.045589998,1.08763,1.10193,-.0054700002,-.029379999,-.23006,-.085299999,.48535001,.038860001
160102000187,Emmett HS,83617,16045,680,.58941001,.035429999,.63656998,.04042,.80979002,.039329998,.69156998,.043680001,.61995,.63330001,.049260002,-.0051600002,-.30621001,-.092,.43055999,.10542
160105000194,Filer HS,83328,16083,513,.99128997,.053890001,1.0186599,.063069999,1.1873699,.051339999,1.03782,.062720001,.91771001,.93111998,-.080169998,-.094010003,-.29383999,-.11459,.50094998,.045880001
160108000198,Firth HS,83236,16011,243,1.09446,.06662,1.0587699,.083379999,1.32757,.062369999,1.09503,.084430002,1.06261,1.03109,-.02998,-.02685,-.24935,-.062010001,.64314002,.050900001
160111000203,North Fremont Jr/Sr HS,83420,16043,169,1.10384,.077660002,,,1.26332,.071120001,,,1.03812,,-.063309997,,-.21694,,.64168,.098640002
160111000205,South Fremont HS,83445,16043,439,.89353001,.049529999,.83710003,.0572,1.17195,.04476,.88932002,.059349999,.84489,.83302999,-.057560001,-.00489,-.38710001,-.06758,.49794,.10537
160114000212,Fruitland HS,83619,16075,516,.958,.048749998,1.00361,.056529999,1.21418,.043779999,1.08915,.055349998,.94047999,.9835,-.01863,-.02045,-.29102999,-.10742,.49081999,.082759999
160117000830,Garden Valley School,83622,16015,78,.98521,.11129,,,1.11694,.10637,,,.98539001,,.00018,,-.13350999,,.74014997,.15015
160120000845,Genesee School,83832,16057,107,,,,,,,,,,,,,,,.74392056,.09456151
160123000220,Glenns Ferry HS,83623,16039,123,.68720001,.076470003,,,.95630002,.078649998,,,.71105999,,.033550002,,-.34489,,.62595999,.065030001
160126000224,Gooding HS,83330,16047,405,1.00174,.055550002,.85088998,.067929998,1.18599,.05178,.98150998,.070780002,.93120998,.83653998,-.075740002,-.01715,-.27361,-.1733,.50417,.11271
160129000742,Grace Jr/Sr HS,83241,16029,149,1.2865,.085660003,,,1.39314,.075309999,,,1.22146,,-.05325,,-.14056,,.70469999,.056699999
160138000840,Hagerman School,83332,16047,103,1.1508,.094970003,,,1.2592601,.086070001,,,1.10136,,-.044890001,,-.14338,,.66003001,.060369998
160141000757,Hansen Jr/Sr HS,83334,16083,95,,,,,,,,,,,,,,,.65373385,.034751579
160144000849,Highland School,83523,16061,54,,,,,,,,,,,,,,,.68807346,.06375917
160147000248,Homedale HS,83628,16073,373,.63981003,.056279998,.85851997,.074989997,.91087002,.058800001,.91592997,.074089997,.62923002,.77236003,-.01681,-.11156,-.44758999,-.18588001,.52301002,.076839998
160150000831,Horseshoe Bend Mid/Sr HS,83629,16015,70,,,,,,,,,,,,,,,.6907146,.15063648
160153000262,Idaho Falls Sr HS,83401,16019,1259,.93475002,.034559999,1.0842,.039749999,1.44199,.02754,1.31565,.033890001,1.08509,1.1779,.13854,.079549998,-.32892001,-.11695,.36269,.072379999
160153000268,Skyline Sr HS,83402,16019,1266,1.0005,.037310001,1.1485699,.041779999,1.39951,.030370001,1.29798,.037719999,1.07028,1.17038,.065190002,.01863,-.30761999,-.10903,.38844001,.063699998
160157000277,Rigby HS,83442,16051,1562,1.03328,.033429999,1.12384,.036290001,1.31124,.028750001,1.20657,.034960002,1.01548,1.08018,-.017519999,-.04042,-.29124999,-.117,.39587,.059470002
160159000284,Jerome HS,83338,16053,1077,.86080998,.040010002,.80684,.04434,1.23299,.031890001,1.02017,.044950001,.87933999,.84245998,.021059999,.042289998,-.40219,-.21093,.39039001,.048870001
160162000457,Kamiah HS,83536,16049,127,.65324998,.066,,,.80725998,.072669998,,,.66649002,,.01987,,-.21121,,.61962003,.084980004
160165000293,Kellogg HS,83837,16079,326,.60892999,.041390002,.71349001,.049029998,.84047002,.04558,.81339997,.05187,.59845001,.71503001,-.01753,.0021599999,-.40441999,-.13756999,.50700003,.083080001
160168000299,Kendrick Jr/Sr HS,83537,16057,54,,,,,,,,,,,,,,,.72837555,.08914312
160171000635,Kimberly HS,83341,16083,560,1.22688,.051539999,1.20034,.061590001,1.3694,.045710001,1.2437201,.058619998,1.164,1.15001,-.054019999,-.04377,-.17646,-.081490003,.55255997,.06611
160177000307,Kuna HS,83634,16001,1580,.91096997,.033610001,.99791998,.034630001,1.16896,.031129999,1.04521,.03421,.90385002,.98746997,-.0078800004,-.01058,-.29330999,-.05847,.39835,.084739998
