college,college_name,zip,county,mean_students_per_cohort,ec_own_ses_college,ec_own_ses_se_college,ec_parent_ses_college,ec_parent_ses_se_college,ec_high_own_ses_college,ec_high_own_ses_se_college,ec_high_parent_ses_college,ec_high_parent_ses_se_college,exposure_own_ses_college,exposure_parent_ses_college,bias_own_ses_college,bias_parent_ses_college,bias_high_own_ses_college,bias_high_parent_ses_college,clustering_college,support_ratio_college,volunteering_rate_college
224900,Davenport University,49512,26081,949,1.58439,.046730001,1.30205,.048319999,1.76087,.02485,1.34253,.04205,1.55279,1.177,-.02035,-.10625,-.134,-.14064001,.28362,.97305,.062040001
225100,Delta College,48710,26017,2036.666666666667,.99687999,.018169999,.78735,.021670001,1.30041,.01526,.90748,.021849999,1.05444,.8193,.054590002,.038989998,-.23327,-.10763,.23575,.98438001,.082690001
225900,Eastern Michigan University,48197,26161,2855,1.34751,.020880001,1.13039,.02483,1.6545399,.01396,1.30577,.02218,1.49158,1.19363,.096589997,.052979998,-.10925,-.093939997,.18892001,.96502,.076140001
226000,Ferris State University,49307,26107,1717.333333333333,1.52525,.019950001,1.04521,.02256,1.69348,.01382,1.1357501,.02128,1.524,1.0672801,-.00082000002,.020679999,-.11121,-.064159997,.20527001,.98685002,.07931
226100,Mott Community College,48503,26049,2085,.70750999,.0187,.75783998,.02407,1.1432199,.019269999,.94076002,.02592,.84924001,.80568999,.16689,.0594,-.34617001,-.16764,.21227001,.98210001,.061170001
226200,Kettering University,48504,26049,502,1.63124,.03011,1.32453,.03937,1.73536,.025739999,1.3261,.037379999,1.62782,1.3133,-.0020999999,-.0085500004,-.066069998,-.0097500002,.38929,.99896002,.071400002
226300,Glen Oaks Community College,49032,26149,,1.2445,.053860001,.87520999,.059799999,1.42664,.04081,.90902001,.060199998,1.19375,.86307001,-.042509999,-.01407,-.19509,-.053240001,.32885,.98872,.1118
226400,Gogebic Community College,49938,26053,153,1.07838,.047040001,.63103998,.051440001,1.25157,.041499998,.67578,.05765,1.05283,.61606002,-.024259999,-.0243,-.18877,-.096940003,.40301999,.99529999,.092569999
226600,Cornerstone University,49525,26081,303.6666666666667,1.70654,.032469999,1.40933,.03994,1.78634,.022299999,1.42551,.036219999,1.6807801,1.37541,-.01533,-.024660001,-.062809996,-.036419999,.3504,.99660999,.12253
226700,Grand Rapids Community College,49503,26081,2799,1.21556,.02007,.92918003,.02045,1.56866,.01282,1.07908,.02008,1.33804,.97623998,.091540001,.048209999,-.17235,-.10534,.19852,.96467,.077289999
226800,Grand Valley State University,49401,26139,2709.333333333333,1.69952,.01462,1.33688,.01627,1.80852,.0078699999,1.3979,.01416,1.6898201,1.32704,-.0057399999,-.0074200002,-.070249997,-.053399999,.16813999,.98207003,.080920003
226900,Great Lakes Christian College,48917,26045,,,,,,,,,,,,,,,,.65153295,1,.084461495
227000,Henry Ford College,48128,26163,2052.333333333333,.90197003,.033070002,.90199,.040040001,1.43542,.026009999,1.0943201,.039650001,1.104,.87867999,.183,-.026529999,-.30019999,-.24541,.18582,.89459002,.054749999
227200,Hillsdale College,49242,26059,,1.60934,.030649999,1.55831,.035810001,1.74861,.02165,1.5687799,.032869998,1.60385,1.52933,-.00342,-.01895,-.09025,-.02579,.40474999,.99822998,.077289999
227300,Hope College,49422,26139,706.6666666666666,1.7769001,.019230001,1.51614,.025660001,1.85702,.01201,1.54059,.02307,1.7641701,1.51685,-.00722,.00047,-.05263,-.01565,.27035001,1,.09646
227400,Jackson College,49201,26075,828,1.13621,.02672,.82161999,.030510001,1.33138,.02245,.90838999,.03076,1.12554,.82549,-.0094799995,.0046799998,-.18288,-.10042,.25060001,.98245001,.0713
227500,Kalamazoo College,49006,26077,317,1.7116801,.03145,1.57786,.040380001,1.7757,.021439999,1.6039799,.035349999,1.69102,1.58176,-.01222,.0024600001,-.050069999,-.01405,.37959,.99949002,.15502
227600,Kellogg Community College,49017,26025,872,1.08239,.027829999,.82089001,.030920001,1.3783,.022369999,.93023998,.031720001,1.1091501,.84551001,.02413,.02911,-.24266,-.10022,.27221999,.98721999,.081110001
227700,Lake Michigan College,49022,26021,556,.83779001,.0309,.79141003,.03999,1.20576,.0308,.93228,.042470001,.94827998,.82874,.11652,.045049999,-.27151999,-.12493,.29161,.98877001,.078819998
227800,Lansing Community College,48933,26065,3118,1.13846,.01997,.91670001,.02275,1.42547,.0154,1.01432,.022500001,1.19629,.94819999,.048349999,.033220001,-.19157,-.069729999,.23270001,.97807002,.085210003
227900,Lawrence Technological University,48075,26125,294.6666666666667,1.49619,.04157,1.35537,.054359999,1.63077,.033459999,1.3634599,.048280001,1.55293,1.32494,.036529999,-.02297,-.050129998,-.029069999,.41097999,.99787998,.05886
228200,Madonna University,48150,26163,207,1.6055501,.060279999,1.35597,.073100001,1.78207,.033980001,1.38506,.05804,1.69034,1.37082,.050159998,.01083,-.054269999,-.01039,.3328,.97477001,.072619997
228800,Rochester University,48307,26125,,1.60107,.05466,1.29459,.077349998,1.66083,.045600001,1.33834,.0691,1.5784301,1.31745,-.01435,.01736,-.052209999,-.015860001,.49195001,.99466002,.053309999
229000,Michigan State University,48824,26065,6799,1.48201,.01397,1.32909,.01486,1.80187,.0060700001,1.50968,.01083,1.63169,1.39885,.091729999,.049869999,-.1043,-.079230003,.1656,.98588997,.076899998
229200,Michigan Technological University,49931,26061,1068.666666666667,1.60355,.021059999,1.22787,.02696,1.70813,.01627,1.26054,.02602,1.57702,1.22078,-.01682,-.00581,-.083140001,-.032570001,.24271999,.99523002,.064240001
229300,Lake Superior State University,49783,26033,482.3333333333333,1.49892,.03159,.94751,.039209999,1.60967,.024560001,1.00555,.038509998,1.4551899,.96465999,-.03005,.01778,-.10616,-.042380001,.27904999,.99589998,.12818
229400,Monroe County Community College,48161,26115,693,1.29363,.03021,1.10877,.036559999,1.44745,.02437,1.15891,.03438,1.30525,1.10861,.0089100003,-.00014,-.10894,-.045370001,.25911,.98912001,.088739999
229500,Montcalm Community College,48885,26117,267.5,1.16199,.040630002,.73192,.04386,1.2972701,.034309998,.74013001,.047060002,1.10624,.71508002,-.0504,-.02355,-.17269,-.035020001,.27673,.98079997,.22130001
229700,Muskegon Community College,49442,26121,891.6666666666666,1.15523,.023709999,.83069998,.02658,1.41351,.019269999,.94294,.02602,1.19549,.84878999,.033670001,.02132,-.18237001,-.11092,.24399,.98531002,.082099997
229900,North Central Michigan College,49770,26047,373.6666666666667,1.08147,.038430002,.74194998,.045400001,1.2389801,.033810001,.79518002,.04789,1.0841,.74182999,.0024300001,-.00016,-.14286,-.07192,.28979,.98901999,.10136
230100,Northern Michigan University,49855,26103,1525.666666666667,1.44593,.01819,1.0341901,.02187,1.60914,.01343,1.13034,.02132,1.44479,1.06813,-.00079000002,.031769998,-.11376,-.05824,.21478,.99504,.13202
230200,Northwestern Michigan College,49686,26055,830.3333333333334,1.2196,.028480001,.80123001,.03207,1.39422,.02365,.84074003,.03229,1.21895,.81102002,-.00053000002,.01207,-.14379001,-.036649998,.23939,.98681003,.1133
230300,Oakland Community College,48304,26125,3193.333333333333,1.01535,.02492,.89793003,.03131,1.3881,.02005,1.11391,.030239999,1.16484,.98887002,.12834001,.091959998,-.19167,-.12645,.20183,.92567998,.06075
230700,Oakland University,48309,26125,1665.666666666667,1.53694,.02049,1.3126301,.025359999,1.72181,.01266,1.39291,.021260001,1.5915,1.31208,.034290001,-.00042,-.081880003,-.0616,.19439,.96903002,.057080001
230800,Olivet College,49076,26045,140,1.44458,.039820001,1.07252,.049600001,1.60462,.03008,1.08956,.04857,1.4316601,1.03844,-.0090300003,-.03283,-.12081,-.049240001,.41510001,1,.081289999
231000,St Clair County Community College,48061,26147,788.3333333333334,1.14239,.02808,.97166997,.033720002,1.3185101,.02399,1.00982,.03218,1.13524,.96851999,-.0063,-.0032599999,-.16144,-.042640001,.26815,.99071997,.08185
231100,Kuyper College,49525,26081,,,,,,,,,,,,,,,,.63864076,.99946284,.089955628
231400,Saginaw Valley State University,48710,26145,958.3333333333334,1.3802,.02196,1.06909,.02517,1.6540101,.01483,1.17926,.02341,1.45365,1.08219,.050530002,.01211,-.13783,-.08969,.21125001,.98764002,.074239999
231500,Schoolcraft College,48152,26163,1723.666666666667,1.48237,.02661,1.20705,.030440001,1.62761,.01733,1.29336,.02691,1.48131,1.21855,-.00072000001,.0094299996,-.09877,-.0614,.21065,.96319002,.063280001
231600,Siena Heights University,49221,26091,171,1.49483,.039999999,1.19845,.05545,1.58652,.03173,1.2726901,.048269998,1.43766,1.21731,-.039760001,.01549,-.10354,-.045499999,.40382001,.99866003,.059769999
231700,Southwestern Michigan College,49047,26027,511.3333333333333,1.1472,.033799998,.89107001,.040119998,1.30926,.028960001,.92905998,.040320002,1.12335,.87187999,-.021229999,-.02201,-.1655,-.065580003,.28615999,.98343998,.08907
231800,Spring Arbor University,49283,26075,212.6666666666667,1.69792,.03009,1.32477,.0359,1.76985,.020959999,1.35447,.033459999,1.62308,1.29363,-.04611,-.02407,-.09042,-.047029998,.33956,.99848002,.11135
232200,Finlandia University,49930,26061,,1.28383,.071529999,.88139999,.087269999,1.46339,.061790001,.93667001,.097620003,1.2673,.83914,-.01304,-.050349999,-.15474001,-.11622,.42802,.99654001,.085819997
232300,University of Detroit Mercy,48221,26163,358,1.5207601,.039269999,1.35489,.050209999,1.70073,.02437,1.44669,.040589999,1.586,1.32038,.041129999,-.02613,-.072339997,-.095660001,.34858,.99447,.058400001
232500,University of Michigan-Ann Arbor,48109,26161,5068.333333333333,1.60715,.016550001,1.46328,.01675,1.85666,.0060399999,1.6288199,.01099,1.7448,1.52098,.078900002,.037939999,-.064110003,-.070900001,.17824,.99344999,.08935
232600,University of Michigan-Dearborn,48128,26163,700.3333333333334,1.5951999,.035810001,1.34925,.048149999,1.71631,.02379,1.41492,.040119998,1.64158,1.3091201,.02825,-.030649999,-.04552,-.080810003,.25707999,.97008002,.074660003
232700,University of Michigan-Flint,48502,26049,567.3333333333334,1.18215,.031750001,1.06884,.0383,1.5134,.02506,1.21174,.035519999,1.33094,1.08283,.11179,.01292,-.13709,-.11905,.26227999,.97845,.068290003
232800,Washtenaw Community College,48105,26161,1627.333333333333,1.28369,.025690001,1.06635,.033429999,1.4844199,.01981,1.165,.033,1.31578,1.0828,.024390001,.01519,-.12816,-.075910002,.23344,.96710998,.077119999
232900,Wayne State University,48202,26163,1782.333333333333,.84131998,.01891,.93300998,.02829,1.46848,.01558,1.28772,.026079999,1.15518,1.06785,.27169999,.12627,-.27122,-.20589,.17547999,.93616003,.069289997
233000,Western Michigan University,49008,26077,3988.666666666667,1.56103,.01644,1.24316,.01904,1.75499,.0097599998,1.36849,.016279999,1.59706,1.27442,.02256,.024529999,-.09888,-.073810004,.18554001,.98241001,.070859998
233200,Anoka-Ramsey Community College,55433,27003,26989.66666666667,1.61528,.032249998,1.16765,.037950002,1.7313499,.022430001,1.19279,.0341,1.64869,1.165,.020269999,-.0022799999,-.050140001,-.02385,.23001,.94401997,.060619999
233400,Augsburg University,55454,27053,321,1.64125,.032269999,1.21741,.045929998,1.73909,.024089999,1.3249201,.04061,1.64598,1.2259099,.00287,.0069300001,-.056570001,-.080770001,.33798999,.99615997,.088210002
233500,Riverland Community College,55912,27099,26989.66666666667,1.30452,.040920001,.88404,.047630001,1.48762,.031029999,.93422002,.04789,1.2893699,.87739998,-.01175,-.00758,-.15376,-.06476,.28444999,.98547,.056949999
233600,Bemidji State University,56601,27007,26989.66666666667,1.5638601,.02647,1.0792201,.03198,1.72735,.01716,1.12283,.030470001,1.59618,1.08567,.02025,.0059400001,-.082180001,-.034219999,.24107,.99353999,.063670002
233700,Bethany Lutheran College,56001,27013,117,1.6274101,.049339999,1.20825,.061670002,1.7405601,.03418,1.23791,.058619998,1.64709,1.21321,.01194,.0040899999,-.05675,-.02036,.46619001,.99992001,.043960001
233900,Central Lakes College-Brainerd,56401,27035,26989.66666666667,1.30686,.033220001,.79856002,.03723,1.47059,.027009999,.8387,.039799999,1.31338,.80936003,.00496,.01334,-.1197,-.036260001,.27610999,.98365003,.063649997
234000,Carleton College,55057,27131,456.6666666666667,1.7849,.02485,1.5069799,.041030001,1.85833,.01442,1.56608,.034759998,1.7890199,1.55417,.0023000001,.030370001,-.038740002,-.0076600001,.32278001,1,.17185999
234100,College of Saint Benedict,56374,27145,446.6666666666667,1.7587399,.019090001,1.3691,.027349999,1.85735,.01131,1.42913,.024019999,1.77187,1.38824,.0074100001,.01379,-.048239999,-.029449999,.26203001,.99844998,.067620002
234200,St Catherine University,55105,27123,314.6666666666667,1.67538,.036479998,1.2277499,.051600002,1.79931,.023809999,1.29557,.045669999,1.69133,1.2548701,.0094299996,.021609999,-.063850001,-.032430001,.25376999,.97621,.09217
234300,The College of Saint Scholastica,55811,27137,336,1.70724,.029999999,1.20136,.037930001,1.8007801,.019640001,1.23005,.036619999,1.70337,1.18957,-.0022700001,-.0099099996,-.057190001,-.034030002,.29354,.99598002,.066600002
234500,University of St Thomas,55105,27123,1012,1.77512,.017820001,1.47063,.02479,1.86163,.01099,1.5197999,.022059999,1.79126,1.47141,.0090100002,.00053000002,-.03929,-.032889999,.21529999,.99676001,.05305
234600,Concordia College at Moorhead,56562,27027,623.6666666666666,,,1.40297,.062059999,,,1.40618,.058710001,,1.38832,,-.01055,,-.01287,.26008999,.99273002,.084810004
234700,Concordia University-Saint Paul,55104,27123,186.3333333333333,1.65573,.04518,1.18931,.060109999,1.77133,.029209999,1.26897,.05548,1.67408,1.20622,.01096,.01402,-.058090001,-.052019998,.41563001,.99365002,.082829997
235000,Vermilion Community College,55731,27137,26989.66666666667,1.39223,.053119998,.93089002,.067749999,1.4743,.048250001,.95475,.0682,1.3503,.97608,-.03105,.046300001,-.09183,.021849999,.40164,.99650002,.063819997
235300,Gustavus Adolphus College,56082,27103,605.6666666666666,1.7732199,.0211,1.41917,.030099999,1.85559,.01325,1.45582,.02764,1.77136,1.40817,-.00105,-.0078099999,-.04755,-.033829998,.30320999,1,.08845
235400,Hamline University,55104,27123,389.6666666666667,1.71088,.0298,1.29837,.042459998,1.78211,.022430001,1.31348,.039250001,1.69257,1.27323,-.01082,-.019750001,-.052900001,-.03162,.32245001,.99853998,.10818
235500,Hibbing Community College,55746,27137,26989.66666666667,1.30133,.04538,.84559,.053769998,1.46053,.038229998,.87074,.058929998,1.26433,.82683998,-.029270001,-.022679999,-.15519001,-.053100001,.31795999,.99191999,.045249999
235600,Itasca Community College,55744,27061,26989.66666666667,1.29774,.043340001,.79411,.051150002,1.52247,.033769999,.81279999,.051460002,1.31066,.79873002,.0098599996,.0057899999,-.16161001,-.01761,.32117,.99742001,.069430001
235800,Macalester College,55105,27123,367.6666666666667,1.76448,.02318,1.49844,.038430002,1.83819,.01646,1.5453399,.034850001,1.75041,1.50845,-.0080399998,.0066300002,-.05015,-.024460001,.30856001,.99939001,.18382999
236000,Minnesota State University-Mankato,56001,27013,26989.66666666667,1.70792,.01682,1.22171,.02053,1.8046499,.01019,1.27249,.01915,1.71611,1.23125,.00477,.0077499999,-.051589999,-.033489998,.18436,.98575997,.0561
236100,Martin Luther College,56073,27015,,1.65666,.035829999,1.16731,.04685,1.73487,.0273,1.15475,.046020001,1.64818,1.1363,-.0051500001,-.02729,-.052590001,-.01623,.47169,1,.02186
236200,Minneapolis Community and Technical College,55403,27053,26989.66666666667,.88005,.036839999,.70655,.050179999,1.24582,.034329999,.93075001,.058589999,1.10401,.82787001,.20286,.14655,-.12845001,-.12427,.17241,.89596999,.074349999
236500,Minneapolis College of Art and Design,55404,27053,125.3333333333333,1.53362,.065729998,1.43566,.077270001,1.64466,.04761,1.39979,.071269996,1.58618,1.36409,.033130001,-.05246,-.036869999,-.02617,.43195,.99691999,.093979999
236700,Minnesota State University Moorhead,56563,27027,26989.66666666667,1.71337,.025040001,1.21918,.0305,1.80277,.0153,1.24851,.028039999,1.7014101,1.17866,-.00703,-.034370001,-.059579998,-.059250001,.20471001,.98480999,.069820002
236900,North Central University,55404,27053,252,1.78353,.03269,1.43279,.036359999,1.8358999,.020099999,1.44543,.034290001,1.7437299,1.40782,-.02282,-.01774,-.052859999,-.02672,.39192,.99967998,.070100002
237000,North Hennepin Community College,55445,27053,26989.66666666667,1.30755,.049490001,1.08207,.05895,1.61691,.033829998,1.12976,.0568,1.49781,1.06524,.12702,-.015799999,-.079520002,-.060570002,.21187,.90603,.059590001
237100,University of Northwestern-St Paul,55113,27123,396,1.79415,.028410001,1.4351701,.033860002,1.84635,.017309999,1.4506,.031459998,1.77878,1.4010299,-.0086500002,-.02437,-.03799,-.035379998,.28382,.99888003,.055369999
237300,Rochester Community and Technical College,55904,27109,26989.66666666667,1.53554,.02895,1.05388,.03449,1.69163,.01919,1.1193,.033100002,1.54123,1.0578099,.0036899999,.0037199999,-.097580001,-.058120001,.22937,.98255998,.058929998
237500,Southwest Minnesota State University,56258,27083,26989.66666666667,1.63427,.032359999,1.08119,.03929,1.75692,.02012,1.10734,.037810002,1.62572,1.07125,-.00526,-.0092700003,-.080700003,-.033690002,.30098,.99861997,.04329
237700,Saint Cloud State University,56301,27145,26989.66666666667,1.63271,.020400001,1.1625201,.023429999,1.76925,.01209,1.2209899,.02135,1.6626199,1.15653,.017990001,-.0051799999,-.064130001,-.05573,.20516001,.98356003,.070459999
238000,Saint Mary's University of Minnesota,55987,27169,312,1.71069,.03672,1.33453,.047449999,1.82427,.02187,1.33436,.045820002,1.6939501,1.30211,-.0098799998,-.024900001,-.07694,-.024769999,.40283,.99826002,.076070003
238200,St Olaf College,55057,27131,712.6666666666666,1.75246,.018850001,1.47508,.029580001,1.84935,.01227,1.56086,.025520001,1.7524,1.52855,-.000039999999,.034979999,-.055330001,-.02114,.27372,1,.11831
238500,Northland Community and Technical College,56701,27113,26989.66666666667,1.43446,.036430001,.98078001,.041730002,1.6154,.02475,1.05918,.040169999,1.43527,.97154999,.00056000001,-.0094999997,-.12549999,-.090190001,.27000999,.98514998,.040830001
238800,University of Minnesota-Duluth,55812,27137,7632.666666666667,1.7480201,.017689999,1.31356,.02208,1.82556,.01098,1.35645,.019880001,1.73822,1.30672,-.0056400001,-.0052299998,-.050250001,-.038059998,.18437,.98763001,.066079997
238900,University of Minnesota-Morris,56267,27149,7632.666666666667,1.71322,.031319998,1.21668,.041919999,1.77249,.02225,1.21974,.040380001,1.68343,1.18097,-.0177,-.030239999,-.052900001,-.03283,.30906001,.99936002,.13084
239300,Minnesota State College Southeast,55987,27169,26989.66666666667,1.4335099,.055089999,.81816,.068580002,1.57902,.043230001,.87281001,.06961,1.46577,.88498998,.02201,.075520001,-.077260002,.01376,.32023001,.97461998,.067359999
239400,Winona State University,55987,27169,26989.66666666667,1.7832299,.01706,1.32882,.02091,1.8523901,.00985,1.3427,.019579999,1.7655801,1.3053499,-.0099999998,-.01798,-.04916,-.02861,.18474001,.99522001,.058320001
239600,Alcorn State University,39096,28021,,.70427001,.02299,.55644,.03686,.93326002,.025359999,.58574998,.040520001,.71794999,.51906002,.01904,-.072010003,-.2999,-.12847,.34191999,.99748999,.02001
239700,Belhaven University,39202,28049,139.5,1.39627,.047479998,1.27297,.064599998,1.60262,.03286,1.3968,.049240001,1.39617,1.30969,-.000070000002,.028039999,-.14787,-.066509999,.41626,.99708003,.040490001
239800,Blue Mountain College,38610,28139,,1.5066,.06374,.90349001,.075479999,1.5621099,.04995,.90652001,.076420002,1.43888,.81152999,-.047060002,-.11331,-.085639998,-.11705,.52798003,.99659002,.02551
240100,Coahoma Community College,38614,28027,,.41564,.024040001,.27296999,.039019998,.48693001,.027869999,.27926999,.047649998,.41446,.29163,-.00285,.063979998,-.17485,.04239,.35508001,1,.016310001
240200,Copiah-Lincoln Community College,39191,28029,633.5,.75831002,.023910001,.56746,.030579999,1.13458,.0254,.61581999,.034529999,.86685997,.58012998,.12522,.02183,-.30884001,-.061530001,.33601001,.99675,.04501
240300,Delta State University,38733,28011,399.5,1.07923,.03249,.90319002,.040899999,1.42899,.0265,1.05406,.04112,1.20155,.91416001,.1018,.012,-.1893,-.15304001,.36658001,.99782997,.04022
240400,East Central Community College,39327,28101,484,.81880999,.025,.58192998,.03115,1.15128,.025560001,.64907998,.033599999,.89387,.58335,.083970003,.00242,-.28797999,-.11269,.31806999,.99993998,.035629999
240500,East Mississippi Community College,39358,28069,861.3333333333334,.63312,.02149,.51857001,.031350002,.97719002,.025830001,.61787999,.037659999,.75152999,.55686998,.15755001,.068779998,-.30028,-.10957,.30991,.99811,.03351
240700,Hinds Community College,39154,28049,2288.333333333333,.65767002,.016899999,.58227998,.024499999,.99155998,.018209999,.80368,.028340001,.72372001,.61944002,.091260001,.05999,-.37009001,-.29743999,.20159,.98430002,.030820001
240800,Holmes Community College,39079,28051,801,.67484999,.023089999,.63322997,.033640001,1.04353,.025250001,.84359002,.038710002,.78539997,.70073003,.14076,.096330002,-.32866001,-.20387,.27950001,.98592001,.034850001
240900,Itawamba Community College,38843,28057,733,.92030001,.0184,.59786999,.02262,1.21328,.01712,.66710001,.024180001,1.00121,.60955,.080810003,.019160001,-.21182001,-.09443,.25997999,.99724001,.036219999
241000,Jackson State University,39217,28049,923.6666666666666,.91491997,.019920001,.59919,.02949,1.11702,.01874,.65825999,.032159999,.86175001,.59083998,-.061700001,-.01413,-.29620999,-.1141,.22718,.98908001,.027319999
241100,Jones County Junior College,39437,28067,1447.666666666667,.85464001,.01945,.60878003,.024490001,1.21819,.01815,.69559002,.02671,.9576,.62941003,.10752,.032779999,-.27212,-.10514,.25993001,.99645001,.06123
241300,Meridian Community College,39307,28075,613.5,.73935997,.02493,.52039999,.02973,1.11149,.025010001,.61932999,.035289999,.85933,.56353998,.13961001,.076549999,-.29345,-.098990001,.29815999,.99673003,.036249999
241400,Millsaps College,39210,28049,247,1.64433,.036559999,1.38974,.05675,1.7280999,.02664,1.41844,.051819999,1.59065,1.385,-.033750001,-.00342,-.086410001,-.02414,.52302998,.99817002,.099849999
241500,Mississippi College,39058,28049,407.6666666666667,1.58866,.030649999,1.31102,.034740001,1.69767,.019889999,1.36269,.03145,1.55125,1.24665,-.024119999,-.051630002,-.094389997,-.093089998,.33417001,.99721003,.04149
241600,Mississippi Delta Community College,38761,28133,644.5,.51823002,.021670001,.50432998,.034419999,.86321002,.02901,.61733001,.043049999,.58345997,.53046,.1118,.049260002,-.47946,-.16377001,.32903999,.99700999,.02427
241700,Mississippi Gulf Coast Community College,39573,28131,1792.166666666667,.79078001,.01626,.64811999,.02083,1.02223,.01639,.75770003,.02224,.84694999,.67001998,.066320002,.03269,-.20695999,-.13087,.23174,.99093002,.045650002
242200,Mississippi University for Women,39701,28087,232.5,1.20869,.04301,.80800003,.053259999,1.51502,.034899998,.88293999,.057519998,1.28092,.7985,.056389999,-.0119,-.18276,-.10575,.36675,.99299002,.068790004
242300,Mississippi State University,39762,28105,2398.333333333333,1.2735,.01554,1.03084,.01819,1.65157,.0093200002,1.28175,.01545,1.39575,1.11008,.087590002,.071379997,-.18328001,-.15465,.21326999,.99361998,.045880001
242400,Mississippi Valley State University,38941,28083,314,.61884999,.02675,.42034,.040690001,.84802997,.03087,.46912,.05266,.61075002,.43213999,-.01327,.0273,-.38850999,-.085579999,.35629001,.99801999,.019230001
242600,Northeast Mississippi Community College,38829,28117,752.5,.92293,.02235,.47624001,.02437,1.16813,.020850001,.51714998,.026830001,.96358001,.49796,.04219,.043620002,-.21228001,-.038550001,.27689001,.99668998,.025110001
242700,Northwest Mississippi Community College,38668,28137,1418.333333333333,.90981001,.0196,.76479,.025049999,1.25314,.017379999,.97724998,.026380001,1.02598,.80500001,.11323,.049959999,-.22141001,-.21397001,.24889,.99194002,.033440001
243000,Pearl River Community College,39470,28109,783.3333333333334,.86894,.02187,.54604,.02516,1.11989,.02056,.61274999,.02826,.94066,.56168997,.076250002,.02785,-.19053,-.090910003,.27991,.99434,.064429998
243300,Rust College,38635,28093,174.5,.87217999,.046829998,,,.97762001,.048859999,,,.80953997,,-.077380002,,-.20762999,,.49026,.99910998,.03229
243600,Southwest Mississippi Community College,39666,28113,415,.66263002,.02844,.48457,.033530001,.96724999,.03136,.58197999,.04259,.73724997,.52815998,.10122,.082529999,-.31196001,-.10191,.32007,.99611002,.037969999
243900,Tougaloo College,39174,28089,,1.0489399,.045759998,.51229,.064599998,1.16377,.044319998,.53671002,.070469998,.97171003,.53597999,-.079489999,.044199999,-.19766,-.00135,.47123,.99791998,.0287
244000,University of Mississippi,38677,28071,2003.333333333333,1.43538,.01484,1.18208,.017990001,1.70804,.00813,1.43656,.01435,1.538,1.31239,.066720001,.099289998,-.11056,-.094619997,.23127,.99435002,.043729998
244100,University of Southern Mississippi,39406,28035,1622.666666666667,1.22633,.0176,.91233999,.021430001,1.5011801,.013,1.08166,.02021,1.26082,.94571,.02736,.035289999,-.19064,-.14375,.23069,.99321997,.067659996
244700,William Carey University,39401,28035,180.6666666666667,1.21589,.046360001,1.05299,.054260001,1.46944,.037420001,1.1275001,.053929999,1.20553,.93347001,-.0085899998,-.12804,-.21890999,-.20785999,.33654001,.98804998,.06219
244900,Avila University,64145,29095,109.5,1.66581,.0495,1.1929899,.063600004,1.76651,.0309,1.26652,.058139998,1.6155601,1.18443,-.03111,-.00722,-.093440004,-.069310002,.40810001,.99478,.064900003
245000,Calvary University,64147,29037,,,,,,,,,,,,,,,,.64545429,.99962336,.065240733
245300,Central Methodist University-College of Liberal Arts and Sciences,65248,29089,192,1.62837,.034699999,1.01489,.044550002,1.68898,.026289999,1.05834,.042879999,1.57177,.96063,-.036010001,-.05649,-.07457,-.10171,.38747999,.99671,.056880001
245400,University of Central Missouri,64093,29101,1602.333333333333,1.64316,.019440001,1.09855,.021229999,1.76487,.01166,1.18389,.019880001,1.63851,1.10683,-.0028299999,.0074800001,-.077119999,-.069629997,.22,.99281001,.07158
245800,Cottey College,64772,29217,,1.51318,.063830003,1.16786,.083800003,1.60419,.052049998,1.18856,.078769997,1.53655,1.12703,.01521,-.036219999,-.044020001,-.0546,.50862998,.99839997,.12451
245900,Crowder College,64850,29145,464,1.20339,.031099999,.68397999,.03356,1.37936,.02551,.74180001,.035039999,1.17767,.66905999,-.021840001,-.022290001,-.17126,-.10872,.26137999,.97930998,.077579997
246000,Culver-Stockton College,63435,29111,173,1.59387,.039549999,1.0405,.048560001,1.6828001,.029039999,1.07856,.046659999,1.54645,.98452002,-.03066,-.05686,-.088169999,-.095509999,.49342999,1,.077310003
246100,Drury University,65802,29077,526.3333333333334,1.43527,.041730002,1.0882699,.043230001,1.71869,.022,1.1852,.039489999,1.5200599,1.04038,.055780001,-.04603,-.13067,-.1392,.33484,.99514002,.11831
246300,Evangel University,65802,29077,349,1.72603,.02856,1.36213,.034759998,1.80389,.018510001,1.38991,.032109998,1.6914099,1.3307,-.020470001,-.02362,-.066509999,-.044500001,.33508,.99949998,.079920001
246400,Fontbonne University,63105,29189,164.5,1.68423,.059909999,1.27258,.078160003,1.80594,.038910002,1.28973,.068779998,1.68709,1.22899,.0017,-.035470001,-.07045,-.049419999,.44503999,.99379998,.059440002
246600,Harris-Stowe State University,63103,29510,140.6666666666667,.97522998,.04267,.50042999,.061590001,1.14004,.039969999,.55866998,.075369999,.93230999,.51169997,-.04603,.02203,-.22281,-.091789998,.25766,.97210002,.02706
246800,Jefferson College,63050,29099,744,1.36343,.02743,.70060998,.02863,1.5206701,.020919999,.75650001,.0305,1.35788,.72097999,-.0040799999,.02826,-.11988,-.049260002,.24333,.98382002,.10325
247100,Saint Louis Community College,63044,29189,5242,1.12533,.032930002,.93439001,.035089999,1.59504,.022190001,1.02352,.03571,1.33722,.92505002,.15845001,-.01009,-.19281,-.10645,.18021999,.91575998,.086139999
